,0,1,2
0,1525180287.0,104.06573,30.4757
1,1525172275.0,104.04185,30.55075
2,1525154707.0,104.069889,30.50366
3,1525177518.0,104.07075,30.51438
4,1525165676.0,104.08057,30.49179
5,1525172952.0,104.06031,30.55287
6,1525151841.0,104.06514,30.50122
7,1525150194.0,103.95835,30.57794
8,1525184275.0,103.95072,30.49957
9,1525150746.0,104.04404,30.55041
10,1525144895.0,104.03461,30.46054
11,1525166508.0,104.03461,30.46054
12,1525184477.0,104.07787,30.5032
13,1525131116.0,104.05354,30.50619
14,1525179712.0,104.04497,30.54721
15,1525181467.0,104.04819,30.5265
16,1525147487.0,104.03461,30.46054
17,1525136630.0,104.064422,30.568888
18,1525149331.0,104.04877,30.43231
19,1525172463.0,104.07069,30.516842
20,1525154106.0,104.081106,30.651586
21,1525143759.0,104.070465,30.503062
22,1525190461.0,104.08529,30.6501
23,1525154053.0,104.07437,30.49465
24,1525174620.0,104.08554,30.54831
25,1525138879.0,103.99949,30.47928
26,1525132056.0,104.08945,30.48512
27,1525147741.0,104.04252,30.51646
28,1525163561.0,104.09276,30.61635
29,1525180567.0,104.06969,30.5152
30,1525134527.0,104.07344,30.54079
31,1525171031.0,104.04878,30.48825
32,1525180036.0,104.08331,30.49316
33,1525164986.0,104.02213,30.4928
34,1525142906.0,103.9928,30.48211
35,1525170126.0,104.03461,30.46054
36,1525177007.0,104.0955,30.48047
37,1525162844.0,104.0842,30.52331
38,1525186269.0,104.02164,30.49579
39,1525179027.0,104.07214,30.49033
40,1525105806.0,104.06981,30.49443
41,1525147232.0,104.069645,30.524233
42,1525160118.0,104.0528,30.49748
43,1525145801.0,104.13692,30.47891
44,1525133907.0,104.06139,30.48725
45,1525108886.0,104.10617,30.48588
46,1525146569.0,104.17695,30.56832
47,1525175299.0,104.06213,30.50486
48,1525142352.0,104.03338,30.55614
49,1525106539.0,104.048194,30.545687
50,1525144481.0,104.05646,30.50457
51,1525168632.0,103.99287,30.48672
52,1525180496.0,104.08393,30.52477
53,1525167645.0,104.035727,30.459453
54,1525179298.0,104.05327,30.51628
55,1525180775.0,104.09781,30.48191
56,1525160176.0,104.03462,30.48082
57,1525187801.0,104.074959,30.504991
58,1525178952.0,104.02246,30.48604
59,1525173984.0,104.09782,30.48193
60,1525169702.0,104.03461,30.46054
61,1525186286.0,104.05432,30.46266
62,1525160660.0,104.03071,30.52237
63,1525139347.0,104.05351,30.50598
64,1525150072.0,104.03022,30.543287
65,1525186365.0,104.08333,30.49317
66,1525171519.0,103.994377,30.4743
67,1525107222.0,104.08106,30.49231
68,1525181725.0,103.88877,30.48423
69,1525135218.0,104.07437,30.49465
70,1525165744.0,104.12569,30.47634
71,1525173467.0,104.03461,30.46054
72,1525154399.0,104.05479,30.50523
73,1525135500.0,104.05707,30.50768
74,1525166355.0,104.03461,30.46054
75,1525144810.0,104.075838,30.510803
76,1525186778.0,103.98951,30.75266
77,1525137511.0,104.04404,30.55041
78,1525187344.0,104.05491,30.49209
79,1525169421.0,103.977847,30.565604
80,1525167565.0,104.0561,30.48544
81,1525165158.0,104.04886,30.48825
82,1525182409.0,104.04631,30.45793
83,1525139060.0,104.02271,30.50795
84,1525189022.0,104.05493,30.49206
85,1525161060.0,104.06858,30.48864
86,1525142814.0,104.08974,30.49159
87,1525180496.0,104.07496,30.50499
88,1525182504.0,104.03436,30.49701
89,1525161497.0,104.06967,30.51735
90,1525166608.0,104.03461,30.46054
91,1525163556.0,104.09275,30.48297
92,1525162947.0,104.05479,30.50523
93,1525151048.0,104.03744,30.52094
94,1525136590.0,103.9918,30.48653
95,1525145919.0,104.06858,30.48864
96,1525155236.0,104.1547,30.69962
97,1525163709.0,104.11244,30.48792
98,1525168408.0,103.99198,30.48489
99,1525168068.0,104.06132,30.5043
100,1525169512.0,104.05006,30.51929
101,1525151118.0,104.04877,30.43231
102,1525132989.0,104.06858,30.48864
103,1525146770.0,104.06197,30.45814
104,1525188053.0,104.08374,30.46211
105,1525161610.0,104.06762,30.50091
106,1525147293.0,104.10732,30.42558
107,1525147994.0,104.07671,30.51096
108,1525129204.0,104.06052,30.50315
109,1525151377.0,104.069247,30.478409
110,1525108014.0,104.07504,30.50352
111,1525179199.0,104.03495,30.55825
112,1525168568.0,103.978335,30.501417
113,1525166308.0,104.03659,30.52168
114,1525177440.0,104.06569,30.47574
115,1525147074.0,103.98884,30.52719
116,1525168238.0,104.0636,30.47505
117,1525181935.0,104.070956,30.502872
118,1525170460.0,104.08132,30.48415
119,1525173153.0,104.03461,30.46054
120,1525184641.0,104.0537,30.50602
121,1525171104.0,104.05326,30.55806
122,1525171573.0,104.03201,30.49232
123,1525172715.0,104.07727,30.50086
124,1525160018.0,104.15555,30.59106
125,1525148900.0,104.0423,30.43534
126,1525170888.0,104.10491,30.63927
127,1525159918.0,104.06858,30.48864
128,1525172839.0,104.0597,30.49639
129,1525104786.0,104.07704,30.50137
130,1525152468.0,104.0633,30.56889
131,1525156315.0,104.0628,30.50339
132,1525143907.0,103.92764,30.51688
133,1525155158.0,104.05781,30.54221
134,1525125097.0,104.03627,30.48313
135,1525180317.0,104.0373,30.48325
136,1525174463.0,104.035727,30.459453
137,1525171171.0,104.086115,30.531321
138,1525149068.0,104.07552,30.49311
139,1525158084.0,104.06882,30.48082
140,1525171129.0,104.03439,30.49714
141,1525175012.0,104.035727,30.459453
142,1525172826.0,104.069763,30.525708
143,1525166729.0,104.05175,30.51153
144,1525164571.0,103.99588,30.48377
145,1525186376.0,104.03622,30.49893
146,1525160908.0,104.08652,30.54861
147,1525141638.0,104.06905,30.526348
148,1525171675.0,104.04795,30.67082
149,1525169757.0,104.03006,30.58953
150,1525176321.0,104.057365,30.541646
151,1525169474.0,104.05587,30.5052
152,1525163624.0,103.99889,30.5182
153,1525181934.0,103.96788,30.53455
154,1525105099.0,104.0779,30.48071
155,1525106509.0,104.02164,30.49579
156,1525184386.0,103.95577,30.57033
157,1525173548.0,103.98674,30.57867
158,1525166410.0,104.06085,30.62985
159,1525182734.0,104.08782,30.44482
160,1525169994.0,104.0628,30.50339
161,1525168328.0,104.05367,30.50595
162,1525145635.0,104.11025,30.42299
163,1525182084.0,104.080263,30.402456
164,1525155316.0,104.05274,30.49209
165,1525177823.0,104.02164,30.49579
166,1525183888.0,103.9927,30.48773
167,1525157782.0,104.04654,30.44498
168,1525164218.0,104.05489,30.48543
169,1525171458.0,104.16319,30.45542
170,1525156979.0,104.03461,30.46054
171,1525190747.0,104.08974,30.49159
172,1525177392.0,104.07645,30.53397
173,1525171224.0,104.035727,30.459453
174,1525108111.0,104.07885,30.50477
175,1525172265.0,104.03461,30.46054
176,1525161779.0,104.06189,30.51294
177,1525168262.0,104.03461,30.46054
178,1525189051.0,104.08084,30.49092
179,1525165331.0,104.0749,30.51053
180,1525143152.0,103.98969,30.40815
181,1525185480.0,104.1461,30.78148
182,1525127305.0,104.06953,30.51638
183,1525161080.0,104.04135,30.55928
184,1525144828.0,104.04704,30.49614
185,1525157994.0,104.04892,30.59267
186,1525166291.0,104.0905,30.451298
187,1525183905.0,104.03952,30.4952
188,1525159914.0,104.05272,30.5317
189,1525164312.0,104.0444,30.4866
190,1525159260.0,104.048537,30.506319
191,1525156923.0,104.06858,30.48864
192,1525188401.0,104.04009,30.51427
193,1525160109.0,104.023348,30.499036
194,1525161037.0,104.06315,30.54688
195,1525138627.0,104.070465,30.503062
196,1525187250.0,104.035727,30.459453
197,1525180198.0,103.99967,30.47924
198,1525141912.0,104.070465,30.503062
199,1525190407.0,104.06514,30.50775
200,1525146740.0,104.06357,30.51431
201,1525145674.0,104.08058,30.49479
202,1525145894.0,103.97072,30.31881
203,1525174732.0,104.076149,30.519854
204,1525163328.0,104.03461,30.46054
205,1525143952.0,104.07635,30.52132
206,1525170676.0,104.06166,30.50554
207,1525168346.0,104.06139,30.48725
208,1525153325.0,104.08162,30.48356
209,1525131175.0,104.070733,30.492428
210,1525180342.0,104.04226,30.52081
211,1525176435.0,104.11027,30.42301
212,1525171130.0,104.03461,30.46054
213,1525178645.0,104.03605,30.55092
214,1525120189.0,104.06189,30.50475
215,1525187461.0,104.06744,30.48572
216,1525156275.0,104.05373,30.50618
217,1525142773.0,104.075838,30.510803
218,1525132124.0,104.069767,30.525665
219,1525165924.0,104.09592,30.23859
220,1525144817.0,104.02246,30.48604
221,1525172255.0,104.03461,30.46054
222,1525179828.0,103.99287,30.48672
223,1525187258.0,104.06693,30.51549
224,1525146308.0,103.823991,30.723938
225,1525137994.0,104.03821,30.52215
226,1525166462.0,104.06139,30.48725
227,1525160762.0,104.03461,30.46054
228,1525147242.0,103.98145,30.51111
229,1525151853.0,104.06016,30.49736
230,1525167866.0,104.035727,30.459453
231,1525163943.0,104.06991,30.50489
232,1525178832.0,104.02011,30.49143
233,1525145206.0,104.03224,30.58621
234,1525181681.0,104.22119,30.36834
235,1525174056.0,104.074414,30.510651
236,1525157449.0,104.06844,30.49549
237,1525144476.0,104.06858,30.48864
238,1525121788.0,104.06649,30.50676
239,1525161620.0,104.07406,30.50134
240,1525153519.0,104.07018,30.51673
241,1525148136.0,104.08265,30.40319
242,1525156533.0,104.035727,30.459453
243,1525152628.0,104.070061,30.493123
244,1525170369.0,104.08063,30.50516
245,1525160823.0,104.083603,30.65271
246,1525169161.0,104.11636,30.47467
247,1525152190.0,104.0697,30.58579
248,1525169943.0,104.07992,30.48749
249,1525185944.0,104.02417,30.49895
250,1525161051.0,104.00659,30.54825
251,1525185340.0,104.1497,30.52659
252,1525109703.0,104.04386,30.50495
253,1525136080.0,104.03067,30.493802
254,1525176309.0,104.04644,30.44501
255,1525160342.0,104.032455,30.49272
256,1525143594.0,104.12591,30.32364
257,1525140966.0,104.05078,30.51207
258,1525171683.0,104.07183,30.51044
259,1525136159.0,104.0528,30.49748
260,1525133191.0,104.07472,30.51063
261,1525174805.0,104.06858,30.48864
262,1525168353.0,103.99189,30.48404
263,1525140035.0,103.95398,30.45046
264,1525134116.0,104.05486,30.50473
265,1525180802.0,104.05607,30.48544
266,1525162677.0,104.0567,30.50737
267,1525179831.0,104.03461,30.46054
268,1525185166.0,104.08161,30.48331
269,1525158755.0,104.05658,30.5311
270,1525156431.0,104.03125,30.49571
271,1525155935.0,104.05479,30.50523
